Text|Label;;;;;;;
тайна письма|1
погоня со злом|7
история о детективе, который видит призраков жертв|1
хочу кино о разведчице, соблазнившей офицера|5
ищу хоррор про одержимую старую музыку|8
посоветуйте трогательный фильм о бабушке и дедушке|0
фильм о заказном убийстве свидетеля|4
история о бедности и отчаянии семьи|2
Хочется истории, где детектив расследует дело о похищении картины, но выясняется, что картина — это ключ к сейфу, содержащему компромат на элиту города, и все готовы убить ради этого ключа.|1
фильм про заваривание свежемолотого кофе утром|6
история о простом вечере за игрой с детьми|6
криминальный триллер о торговле крадеными картинами и антиквариатом|4
мотивационный фильм о вере в себя|9
фильм про чувства, которые начинаются с улыбки|0
война и подвиг связиста под бомбёжкой|5
драма о разлуке|2
Нужен фильм про то, как трое друзей на спор отправляются в заброшенный посёлок, где по легендам водятся призраки, а находят там не мистику, а старый архив, который раскрывает тайну исчезновения целой деревни полвека назад.|11
ищу кино о смерти мужа и одиночестве вдовы|2
посоветуйте историю о чародее ищущем способ исцелить землю|10
комедия про отдых на курорте с приключениями|3
история о смерти брата-близнеца|2
любовный треугольник|0
Мечтаю о сюжете, где романтика не мешает героям расти: они поддерживают мечты друг друга и становятся сильнее, потому что рядом есть опора.|0
магия зеркал и порталов в параллельные миры|10
фильм про убийство конкурента по прибыльному бизнесу|4
поплакать|2
Хочется фильма про скалолаза, у которого оторвался камень под ногой, и он падает, успев зацепиться за выступ кончиками пальцев.|7
страшный хоррор|8
Хочется истории про фотографа свадеб, который ненавидит свадьбы, и на каждой церемонии он случайно фотографирует не те моменты: зевающих гостей, падающий торт или драку родственников.|3
любовь и время|0
загадочный убийца|1
хочу комедию о ленивом студенте и его строгом преподавателе|3
посоветуйте фильм о потере дома при пожаре|2
хочу романтическую комедию с элементами драмы|0
фильм про расследование ограбления без следов|1
война и подвиг связиста под обстрелом|5
герой с мечом|10
Хочется истории, в которой романтика переплетается с ростом: герои не только влюбляются, но и становятся лучше, вдохновляя друг друга на новые высоты, и это взаимное вдохновение становится двигателем их отношений.|0
страшный сюжет про маньяка в заброшенном отеле|8
фильм про любовь, которая помогает повзрослеть|0
Хочется кино про подводников, слушающих шум винтов вражеских эсминцев, и их тихую молитву о том, чтобы глубинные бомбы прошли мимо.|5
армейские будни|5
смешные ситуации на выпускном вечере|3
Мечтаю о сюжете про разведывательную группу, отправленную в тыл врага для захвата «языка», и их ночной рейд, полный тишины и внезапного насилия.|5
мистическая история о проклятой земле|1
триллер|7
Хочется кино про будни офисного работника, где драма разворачивается не в погонях, а в интригах отдела, борьбе за повышение и поиске баланса между карьерой и личной жизнью.|6
комедия о странном соседе-чудаке|3
грустное кино|2
Хочется сюжета, где расследование ведет эксперт по звуку, который находит на записи переговоров голос, принадлежащий человеку, умершему years ago, и этот голос дает инструкции, ведущие к скрытому хранилищу.|1
магия крови и древние ритуалы забытых культов|10
ищу фильм о семейных традициях на каждый день|6
посоветуйте историю о пехотинце захватившем ценного пленного для допроса|5
ищу романтический фильм с лёгкой грустью|0
Ищу кино про то, как парень покупает старый автомобиль и находит в бардачке дневник предыдущего владельца, в котором описано, как машина убивает людей: она сама заводится, сама нажимает педаль газа, и каждый, кто садится за руль, умирает в аварии, и парень пытается продать машину, но она возвращается к нему каждую ночь.|8
мистика и тайны старого кладбища|1
фильм о потере смысла жизни после смерти жены и детей в катастрофе|2
фильм о разведчице-радистке за линией фронта|5
Хочется эпопеи про старую ведьму, которую все боятся, но она просто хочет покоя, и когда к ней приходит девочка, чтобы попросить лекарство для матери, ведьма даёт его бесплатно, потому что узнаёт в девочке себя много лет назад, и они становятся подругами.|10
история о преодолении травмы детства|9
напряжённая история о слежке за мафиозной группировкой|7
хочу мистику про проклятый театр кукол|1
посоветуйте фильм о весёлых розыгрышах в семье|3
Настроение требует фильма про группу студентов, которые проводят эксперимент по вызову демона, и демон приходит, но не к ним, а к их родителям, и родители начинают пропадать, а студенты видят их в зеркалах с искажёнными лицами, и демон говорит: «Вы позвали меня, а я позвал ваших родителей, теперь мы квиты».|8
Настроение требует фильма про группу спасателей, которые ищут пропавших туристов в лесу, и они находят их всех мёртвыми, стоящими в кругу с закрытыми глазами, а в центре круга лежит зеркало, и когда спасатели смотрят в него, они видят не своё отражение, а то, как они умрут.|8
посоветуйте ужасы про ритуал с куклой вуду|8
Хочется фильма, в котором любовь — это не конец пути, а начало нового этапа, который герои проходят вместе, открывая друг друга заново, и каждый день приносит что-то новое в их отношения, делая их глубже и насыщеннее.|0
посоветуйте кино про силу воли и путь к вершине|9
Хочется истории, где в мире, где реки текут вверх, один человек плывёт против течения и достигает истока, где находится источник жизни, и он пьёт из него и становится бессмертным, но его семья стареет и умирает, и он проклинает себя за бессмертие.|10
хочу мистическую драму о воскрешении мёртвых|1
хочу кино о незаконной торговле нефтью|4
опасное путешествие на каноэ через тропические джунгли|11
Хочется кино про пожарного, который входит в горящий дом, чтобы спасти ребенка, но потолок начинает обрушаться, отрезая путь назад.|7
тайна дома|1
Мечтаю о сюжете про командира, отправляющего своих людей в самоубийственную атаку для прикрытия отхода других, и его чувство вины, живущее с ним вечно.|5
Нужна история про путешествие по железной дороге Трансмонгольской магистрали, где героиня едет в Китай, чтобы найти свою биологическую мать, которую никогда не видела, и в каждом вагоне она встречает людей, которые тоже что-то ищут: один — потерянную любовь, другой — смысл жизни, третий — просто билет домой, и все они учат её, что семья — это не кровь, а те, кто остаётся с тобой в трудную минуту.|11
фильм о террористе, захватившем школу|7
фильм про одиночество|2
весёлый сюжет|3
вдохновляющий фильм о мечте стать архитектором и строить будущее|9
хочу кино о смешных проделках в прачечной|3
тревожная история про опасное задание агента|7
посоветуйте фильм про выживание в пустыне в жару|11
хочу кино про магический мир и тайные заклинания|10
Ищу историю о человеке, который возвращается в родной город спустя много лет и понимает, что всё изменилось, а он остался прежним, чужим среди когда-то близких людей.|2
фильм ужасов про заброшенную больницу|8
мистика и детектив|1
фильм про одиночество пожилого человека|2
фронтовые сражения|5
магия кристаллов и баланс между светом и тьмой|10
эпичное путешествие через магические врата времени|10
поиск артефакта в подземном храме с ловушками|11
хочу фильм про опасный обмен информацией|7
хочу фильм о загадочном ритуале в лесу|1
военная драма|5
Ищу фильм, где главная эмоция — одиночество, и герой проводит праздники один, наблюдая за счастливыми семьями через окно, чувствуя себя чужим в этом мире.|2
посоветуйте историю о пророчестве и избранном воине|10
Мечтаю о фильме, где главный герой — смотритель маяка, который начинает видеть корабли-призраки, появляющиеся в тумане, и понимает, что они являются предвестниками бедствий, которые скоро случатся на берегу.|1
посоветуйте мотивационную историю о победе в проекте сохранения воды|9
Хочется сюжета, где герой находит чемодан с деньгами и наркотиками, и вместо того чтобы отдать его полиции, решает оставить себе, втягиваясь в опасную игру с картелем.|4
Хочется истории про водителя грузовика, везущего топливо для танков на передовую, и его рейсы по дороге смерти, обстреливаемой со всех сторон.|5
Ищу кино про то, как мужчина покупает машину на аукционе и находит в бардачке дневник предыдущего владельца, в котором описано, как машина убивает людей: она сама заводится, сама нажимает педаль газа, и каждый, кто садится за руль, умирает в аварии, и мужчина пытается продать машину, но она возвращается к нему каждую ночь.|8
посоветуйте ужасы про ритуал с жертвой в полнолуние в лесу|8
Ищу кино про то, как в мире, где все часы показывают разное время, один человек устанавливает единое время, и мир начинает жить синхронно, и все успевают всё, и никто не опаздывает, и человек становится героем, а его именем называют новую эру — эру пунктуальности.|10
Хочется кино про учителя английского, который никогда не был в Англии, и учит студентов акценту, который сам придумал, слушая фильмы с субтитрами.|3
фронт|5
история о танкистах, подбивших вражеский «Тигр»|5
путешествие в горы|11
есть ли хоррор про проклятый старый дневник|8
хочу драму о неизлечимой болезни и угасании|2
грустная развязка|2
загадочные сны, предвещающие беду|1
Мечтаю о сюжете, где герой находит старую карту звездного неба и пытается найти созвездия, но путает их с узорами на потолке и пятнами от воды.|3
жизнеутверждающая драма о надежде на примирение после конфликта|9
посоветуйте комедию о неудачном программисте|3
фильм про будни няни в семье с близнецами|6
Нужен фильм про девушку, которая работает в библиотеке и однажды ночью находит книгу, в которой описана её жизнь до мельчайших подробностей, и когда она доходит до последней страницы, там написано: «Если ты читаешь это, значит, ты уже мёртва», и в этот момент гаснет свет, и она слышит шаги.|8
ищу кино о киллере получившем заказ на невиновного|4
психологический триллер о двойной жизни|7
фильм про опасное расследование коррупции в мэрии|7
спокойная драма о вышивании крестом по схеме|6
Ищу историю, где романтика переплетается с дружбой: герои сначала становятся близкими друзьями, а потом понимают, что чувствуют нечто большее, и это делает их связь ещё крепче.|0
фильм про романтику в старом городе|0
комедия о неуклюжем спасателе на пляже|3
спокойная драма о вышивании крестиком за вечерним чаем|6
хочу фильм о поливе помидоров в теплице|6
поиск сокровищ в руинах храма на вершине|11
Нужна история о том, как маг, потерявший память, путешествует по миру в поисках себя, и в каждом городе он узнаёт, что когда-то он был великим героем, но совершил предательство, и теперь он должен решить: вернуть память и искупить вину или остаться в неведении и жить спокойно.|10
ищу детектив с психологической игрой|1
фильм про экспедицию к древнему городу в пустыне|11
жизнеутверждающая драма о надежде на восстановление доверия в отношениях|9
ищу приключения про поиск затерянного замка в горах|11
Хочется истории, в которой чувства героев развиваются через совместные цели: они не только влюблены, но и идут к чему-то важному, становясь ближе с каждым шагом, и это общее движение, эта совместная дорога, укрепляет их связь и делает её нерушимой.|0
Хочется истории про старика, который 40 лет работал уборщиком в театре, а на пенсии ему дали роль в спектакле, и он сыграл так, что зрители плакали, и он говорит: «Я ждал этого 40 лет, и оно того стоило».|9
Ищу кино, где вся комедия в том, что герой пытается вернуть товар в магазин без чека, и продавец требует такие доказательства покупки, что герою приходится инсценировать сцену покупки.|3
посоветуйте картину про шпиона в дипломатическом корпусе|7
хочу посмотреть кино про ритуал с куклой-монстром из преисподней|8
На душе тревожно, и хочется посмотреть триллер про пару, которая находит чемодан с деньгами в лесу, и их жадность заставляет их убивать друг друга за долю.|4
ищу кино о партизанах, взрывающих вражеские эшелоны|5
фильм о потере работы и крахе всех планов|2
опасное приключение в джунглях с ягуарами|11
Хочется кино про человека, который увлекается бегом или велоспортом, и его подготовку к марафону или заезду, где главное — не победа, а преодоление себя.|6
история о восхождении на Аконкагуа|11
хоррор о мутантах из сточных вод|8
ищу хоррор про одержимость злым духом|8
Мечтаю о сюжете про молодую маму, которая находит время для себя, занимаясь йогой или медитацией, и балансирует между заботой о ребенке и собой.|6
Хочется сюжета про радиостанцию, которая ловит сигналы из ада, и ведущий начинает сходить с ума, слыша голоса умерших, требующих внимания.|8
ищу хоррор про одержимую игрушку|8
психологический ужас|8
приключенческая драма о переходе через пустыню Калахари|11
комедия о неуклюжем садовнике и его ленивом хозяине|3
Хочется истории, где расследование касается исчезновения целой деревни, и экспедиция, отправленная на поиски, находит лишь пустые дома с накрытыми столами, словно люди испарились в одно мгновение.|1
посоветуйте драму о предательстве и разбитой любви|2
хочу посмотреть кино про шпиона в штабе|7
мотивационная драма о преодолении бедности|9
посоветуйте фэнтези про эльфийскую магию и природу|10
история о мистическом зеркале, показывающем будущее|1
Нужен фильм про парня с заиканием, который становится стендап-комиком, и его зрители сначала смеются над его дефектом, но потом аплодируют стоя, потому что его шутки гениальны, и он говорит: «Заикание — это мой стиль».|9
героическое приключение|10
Хочется фильма, в котором герои оказываются в деревне, где никто не старше 30 лет, и они пытаются выяснить, куда деваются старики, сталкиваясь с культом вечной молодости, требующим жестоких жертв.|1
повседневная жизнь|6
Ищу фильм, где атмосфера mystery строится на том, что герои не могут покинуть определенную зону города, потому что дороги ведут их обратно к центру, и они вынуждены искать причину этой аномалии.|1
Хочется фильма про женщину, которая выжила после авиакатастрофы, потеряла мужа и детей, но не сломалась, а открыла школу для сирот и воспитала сотню детей, и на её могиле написано: «Она была мамой для всех».|9
есть ли хоррор про ритуал вызова духов|8
фильм про минера заминировавшего железнодорожный путь врага|5
Настроение такое, что хочется включить историю о двух людях, которые, несмотря на разный жизненный опыт и характеры, находят общий язык и учатся строить отношения на взаимном уважении.|0
ищу историю о смешных ошибках переводчика|3
Хочется сюжета про коллегу, который становится лучшим другом на работе, и их совместные обеденные перерывы, жалобы на начальника и мечты о собственном бизнесе.|6
романтика на фоне осеннего парка|0
Хочется фильма про кота, который научился нажимать кнопки на пульте, и теперь переключает каналы на самые скучные программы, заставляя хозяев смотреть новости о экономике.|3
фильм про нежность и заботу о любимых|0
спокойная драма о лепке вареников с семьёй вечером|6
хочу фильм о романтике в путешествии|0
Хочется истории, где в мире, где огонь не горит, один мальчик находит искру, и он раздувает её, и она становится пламенем, и люди приходят к нему, чтобы согреться, и он учит их добывать огонь, и больше никто не мёрзнет зимой, а мальчика называют Прометеем.|10
Настроение такое, что хочется чего-то про контрабанду оружия, где герой перевозит груз через границу, и на каждом шагу его подстерегают проверки, конкуренты и предатели.|4
Хочется истории про семью, которая переезжает в дом, где раньше была ферма, и их дети начинают разговаривать с чучелами животных, а чучела оживают по ночам и ходят по дому, и однажды ребёнок исчезает, а на его месте находят чучело ребёнка с пустыми глазами.|8
тайна старого пианино в заброшенном доме|1
фильм о похищении и выкупе с ложным следом|4
На душе тревожно, и хочется включить триллер, где паранойя становится главным двигателем сюжета: герою кажется, что за ним следят, и он прав, но мотивы преследователей остаются загадкой до самого финала.|1
Хочется фильма про танковое сражение в пустыне или степи, где маневренность и тактика решают исход боя, а техника становится главными героями истории.|5
Мечтаю о фильме, где происходит ограбление музея науки, и воры крадут радиоактивный изотоп, создавая угрозу радиационного заражения города.|4
Хочется истории про хакера, который взламывает систему видеонаблюдения города, чтобы найти убийцу своей сестры, действуя вне закона и рискуя быть пойманным.|4
посоветуйте кино о чувствах и доверии между партнёрами|0
нужен сюжет про погоню в туннеле метро|7
хоррор о монстре под кроватью|8
трагическая мелодрама о неразделённой любви|2
посоветуйте мелодраму о поиске счастья|0
военный триллер о снайпере-невидимке|5
посоветуйте мелодраму о счастье быть любимым|0
Хочется истории, где расследование касается серии краж identities, и детектив понимает, что вор не просто крадет документы, а забирает личность жертвы, становясь ею в глазах общества.|1
посоветуйте мелодраму про путешествие вдвоём|0
фильм о разводе и одиночестве женщины после 50|2
напряжённая история о преследовании опасного маньяка убийцы|7
Хочется фильма про человека, который боится темноты, и включает все светильники в доме, создавая такую иллюминацию, что соседи думают, что у него вечеринка или рейв.|3
Хочется сюжета, в котором расследование преступления переплетается с сверхъестественным: полиция бессильна, и героям приходится обращаться к экстрасенсам или изучать оккультные практики, чтобы найти ответ.|1
хочу посмотреть кино про преодоление апатии и обретение энергии|9
посоветуйте мелодраму о чувствах и общих воспоминаниях|0
эпичная история о королевстве под угрозой вторжения|10
посоветуйте комедию о соседях, строящих баню во дворе|3
грустное настроение|2
драконы и битва|10
военный фильм про войну|5
посоветуйте историю о ежедневных прогулках пенсионеров|6
фильм про магический амулет и пророчество|10
история о пехотинце, закрывшем собой амбразуру дзота|5
хочу кино про экспедицию к древним обсерваториям|11
посоветуйте историю о бандитской разборке в дорогом ресторане|4
Хочется истории про полицейских-новичков, которые хотят совершить подвиг, но вместо этого случайно помогают преступникам или арестовывают невиновных, создавая бардак в участке.|3
армия и подвиг|5
юмористическая история|3
На душе тихо, и хочется посмотреть что-то про то, как два человека находят общий язык, даже если раньше им казалось, что это невозможно, и как они учатся слышать друг друга, не перебивая и не осуждая, а просто принимая.|0
Мечтаю о сюжете, где герои играют в настольную игру «Монополия», иссора перерастает в реальную вражду, они делят комнату линией и перестают разговаривать на неделю.|3
ищу детектив о серийном убийце-коллекционере|4
Хочется истории про девушку, которая родилась в семье алкоголиков, но вырвалась из этого круга и стала детским психологом, и она помогает детям из таких же семей, и она говорит: «Я знаю ваш ад, и я знаю дорогу из него».|9
бытовые хлопоты по дому в выходной|6
фильм о самоубийстве из-за карточного долга|2
вдохновляющий фильм о мечте стать переводчиком и объединять культуры|9
история о лётчике-камикадзе и его последнем полёте|5
Хочется фильма, в котором атмосфера тайны поддерживается через эпистолярный жанр: герои читают письма умершего человека, которые приводят их к местам, связанным с его тайной жизнью и неразрешенными конфликтами.|1
жизненные заботы|6
романтика с элементами лёгкой грусти|0
история о мистическом камне, исполняющем желания|1
история о восхождении на гору Фудзи|11
романтика и отношения|0
фильм про призрака который бродит по коридорам|8
Хочется истории про мальчика, который находит в лесу старый колодец и бросает в него монетку, и загадывает желание, чтобы его не обижали в школе, и на следующий день его обидчики исчезают, а через неделю их находят мёртвыми в том же колодце, и мальчик понимает, что желания исполняются, но ценой жизни.|8
преступление|4
Ищу историю о ребенке, который растет без родителей, и его внутренний мир, полный фантазий и страхов, становится убежищем от холодной реальности детского дома или приюта.|2
юмористический фильм|3
юмористическая комедия о путешествиях|3
ищу кино о побеге из концентрационного лагеря|7
Ищу фильм, где расследование касается взлома серверов Пентагона, и подозреваемым оказывается гениальный подросток, который сделал это ради развлечения, не осознавая последствий.|4
посоветуйте историю о коррумпированном следователе|4
хочу фильм о разведчике, внедрённом в гестапо|5
посоветуйте криминальную драму о подпольных аукционах|4
Ищу кино про сплав по реке Замбези, где гид — женщина, которая потеряла всю семью в наводнении, и она боится воды, но продолжает работать, потому что это единственное, что у неё осталось, и в очередном походе пороги оказываются слишком опасными, и ей приходится выбирать между своей жизнью и жизнями туристов.|11
фильм про артиллериста корректировавшего огонь по вражеским позициям|5
юмористическая комедия о домоводстве|3
Настроение такое, что хочется чего-то про дождливый день, когда можно остаться дома, читать, пить чай и слушать шум капель за окном.|6
фильм про забавную поездку на самокате по городу|3
Хочется сюжета, где в мире, где все мечты сбываются, один человек не умеет мечтать, и он счастлив, потому что его жизнь не зависит от несбывшихся надежд, и он учит других, что счастье — это не исполнение мечты, а умение радоваться тому, что есть.|10
ищу военный боевик о штурме вражеского укрепрайона|5
посоветуйте мистический детектив о двойниках|1
Ищу кино, где главный герой — судмедэксперт, который находит на телах жертв одинаковые микроскопические частицы, ведущие к лаборатории, занимающейся незаконными экспериментами над людьми.|1
посоветуйте историю о разведчике взорвавшем вражеский железнодорожный эшелон|5
фильм про любовь, которая начинается с комплимента|0
фильм о серийном убийце-дальнобойщике|7
эпичная сага о магах защитниках равновесия вселенной|10
посоветуйте фильм про экспедицию к полярным медведям|11
фильм про экспедицию к древним ступеням в горах|11
Хочется фильма, в котором смерть питомца запускает экзистенциальный кризис у героя, который осознает смертность всех живых существ и чувствует глубокую печаль за краткость жизни.|2
убийство в ночи|4
Хочется кино, в котором романтика живёт в мелочах: в том, как герои запоминают предпочтения друг друга, или как поддерживают в моменты сомнений.|0
Мечтаю о сюжете, где герои бегут от цунами, и волна растет на глазах, а эвакуационные пути заблокированы, заставляя искать убежище на высоте.|7
Ищу сюжет, где романтика переплетается с поиском себя: герои не только влюбляются, но и учатся принимать свои слабости, становясь лучше ради друг друга.|0
комедия для настроения|3
Хочется кино про человека, который осознает свою посредственность, и его мечты о величии угасают, принимая обычную жизнь с чувством тихой покорности и печали.|2
Хочется истории про пилота вертолета, который должен эвакуировать людей с крыши горящего небоскреба, но ветер усиливается, а топливо на исходе.|7
Мечтаю о фильме, где пожилая женщина идёт в первый класс вместе с внуком, потому что в детстве у неё не было школы, и она учится читать и писать, и на выпускном ей вручают аттестат, и она говорит: «Мечты сбываются в любом возрасте».|9
Мечтаю о сюжете, где группа друзей собирается в удаленном месте, и вскоре начинает происходить череда странных событий, заставляющих их подозревать друг друга в предательстве или чем-то худшем.|1
мистический триллер о временной петле в отеле|1
ищу фильм о любви и взаимопонимании|0
драма о несчастной судьбе|2
посоветуй историю о летчике-штурмовике|5
фильм про будни консьержа в подъезде|6
Мечтаю о фильме, где герои оказываются на корабле, где экипаж состоит из роботов, которые утверждают, что люди вымерли, и герои должны доказать, что они люди, пройдя тесты на humanity.|1
фильм о смерти жены и одиночестве мужа|2
история о смерти брата и вине сестры|2
Хочется сюжета, где детектив расследует убийство в поезде, идущем через туннель, и когда поезд выходит, одного из пассажиров нет, а остальные утверждают, что его никогда не было, хотя детектив говорил с ним.|1
детектив с секретом|1
ищу кино о соседях, дружащих семьями|6
Ищу историю про врача в зоне карантина, который должен решить, кому дать последнюю дозу лекарства, пока пациенты умирают один за другим.|7
история о глупых ситуациях на соревнованиях по бегу|3
спокойная история о прослушивании блюза вечером|6
хочу фильм о выпекании домашнего пирога с ягодами|6
Ищу кино, где герой — свидетель, который должен дать показания против мафии, и его прячут в безопасном доме, но охрана оказывается купленной.|4
хочу фэнтези про эльфийский кристалл и магию исцеления|10
жизнеутверждающий фильм о счастье в ежедневных маленьких победах|9
Мечтаю о фильме про последний бой гарнизона, который знает, что помощи не будет, и решает принять смерть с достоинством, нанося максимальный урон врагу.|5
хочу военную драму о возвращении солдата с фронта без ног|5
погоня за истиной|7
посоветуйте историю о разорении фермеров и голоде|2
драконы и битва|10
хочу посмотреть кино про шпиона в правительстве|7
криминальный триллер о торговле людьми в подпольные бордели|4
хочу фильм о свидетеле дающем показания в суде против банды|4
